Date,Monthly Total Precipitation (in),Monthly Average Mean Temperature (degF),Monthly Total Snowfall (in),City
1958-03,1.9,29.87,13.5,Valdez
1958-04,1.02,38.75,1,Valdez
1958-05,5.98,44.77,0,Valdez
1958-06,2.58,52.22,0,Valdez
1958-07,11.51,51.73,0,Valdez
1958-08,6.82,49.76,0,Valdez
1958-09,6.72,44.78,,Valdez
1958-10,7.78,32.42,10.3,Valdez
1958-11,6.1,25.78,39,Valdez
1958-12,3.17,19.87,51.5,Valdez
1959-01,1.21,11.85,18,Valdez
1959-02,4.23,23.8,44.5,Valdez
1959-03,1.66,22.5,22.5,Valdez
1959-04,3.63,34.61,17,Valdez
1959-05,2.38,45.85,,Valdez
1959-06,0.91,54.98,0,Valdez
1959-07,6.67,50.63,0,Valdez
1959-08,3.62,53.23,0,Valdez
1959-09,4.7,46.23,0,Valdez
1959-10,7.89,37.34,9.5,Valdez
1959-11,5.21,28.68,11.1,Valdez
1959-12,4.13,23.18,68.1,Valdez
1960-01,8.38,17.13,69,Valdez
1960-02,3.49,25.07,41,Valdez
1960-03,7.43,26.28,32.5,Valdez
1960-04,2.97,33.73,25.5,Valdez
1960-05,0.99,47.08,0,Valdez
1960-06,1.33,52.83,0,Valdez
1960-07,7.58,54.05,0,Valdez
1960-08,4.41,52.32,0,Valdez
1960-09,10.47,45.48,0,Valdez
1960-10,2.4,40.48,,Valdez
1960-11,3.29,25.78,27.5,Valdez
1960-12,9.09,26.73,35.1,Valdez
1961-01,4.53,23.33,18,Valdez
1961-02,3.11,23.18,37.1,Valdez
1961-03,2.26,24.4,10.9,Valdez
1961-04,3.14,37.63,13.6,Valdez
1961-05,4.28,46.74,0,Valdez
1961-06,3.44,51.15,0,Valdez
1961-07,3.45,52.74,0,Valdez
1961-08,8.87,50.59,0,Valdez
1961-09,9.85,45.71,0,Valdez
1961-10,6.78,35.39,22.8,Valdez
1961-11,6.16,23.65,24.5,Valdez
1961-12,3.1,14.03,19.2,Valdez
1962-01,7.25,24.46,64.4,Valdez
1962-02,3.38,24.06,32.9,Valdez
1962-03,8.09,25.33,55.2,Valdez
1962-04,0.89,40.45,,Valdez
1962-05,2.89,43.72,1,Valdez
1962-06,3.55,50,0,Valdez
1962-07,2.11,55.89,0,Valdez
1962-08,2.91,53.74,0,Valdez
1962-09,8.14,44.17,0,Valdez
1962-10,9.63,37.84,2.5,Valdez
1962-11,2.97,27.16,5,Valdez
1962-12,2.93,23.07,21.6,Valdez
1963-01,6.5,23.3,50.5,Valdez
1963-02,5.41,29.36,36,Valdez
1963-03,8.75,26.02,53.5,Valdez
1963-04,5.55,35.6,21.5,Valdez
1963-05,4.04,44.84,0,Valdez
1963-06,3.44,48.83,0,Valdez
1963-07,5.9,54.11,0,Valdez
1963-08,6.49,52.95,0,Valdez
1963-09,5.26,49.98,0,Valdez
1963-10,5.94,40.34,,Valdez
1963-11,0.12,19.97,3,Valdez
1963-12,7.05,23.05,53.7,Valdez
1964-01,0.87,19.75,8.1,Valdez
1964-02,14.16,25.5,104.4,Valdez
1964-03,1.44,20.85,24.8,Valdez
1964-04,2.29,34.56,1.5,Valdez
1964-05,3.59,40.63,1.5,Valdez
1964-06,4.48,53.33,0,Valdez
1964-07,3.25,54.44,0,Valdez
1964-08,5.16,53.27,0,Valdez
1964-09,3.64,47.05,0,Valdez
1964-10,6.82,38.5,7.5,Valdez
1964-11,11.55,26.33,10,Valdez
1964-12,3.16,13.69,29.3,Valdez
1965-01,3.12,14.63,30.3,Valdez
1965-02,2.32,16.59,29.3,Valdez
1965-03,6.89,34.5,34,Valdez
1965-04,3.89,39.27,15,Valdez
1965-05,4.8,43.5,3,Valdez
1965-06,3.55,49.28,0,Valdez
1965-07,4.04,53.88,0,Valdez
1965-08,4.14,52.44,0,Valdez
1965-09,9.5,48.79,0,Valdez
1965-10,8.75,35.43,14,Valdez
1965-11,1.97,25.37,21.7,Valdez
1965-12,3.96,19.29,49,Valdez
1966-01,1.37,9.97,24,Valdez
1966-02,2.41,21.79,38.4,Valdez
1966-03,4.92,24.6,51.2,Valdez
1966-04,2.83,38.47,10.3,Valdez
1966-05,3.29,42.73,0,Valdez
1966-06,2.03,51.8,0,Valdez
1966-07,2.17,54.06,0,Valdez
1966-08,10.94,50.31,0,Valdez
1966-09,10.76,47.62,0,Valdez
1966-10,3.6,36.1,1,Valdez
1966-11,3.05,27.05,24.3,Valdez
1966-12,5.23,20.18,46.4,Valdez
1967-01,1.36,18.37,24.2,Valdez
1967-02,4.12,21.24,36.1,Valdez
1967-03,3.38,27.98,43.7,Valdez
1967-04,1.55,36.88,8,Valdez
1967-05,1.52,47.93,0,Valdez
1967-06,2.08,54.6,0,Valdez
1967-07,0.96,56.22,0,Valdez
1967-08,0.34,55.08,0,Valdez
1967-09,0.71,46.78,0,Valdez
1967-10,0.32,41.1,,Valdez
1967-11,11.3,29.52,26.2,Valdez
1967-12,6.46,20.1,28.6,Valdez
1968-01,2.15,20.45,33.9,Valdez
1968-02,13.65,27.63,50.7,Valdez
1968-03,2.91,33.12,14.2,Valdez
1968-04,0.88,38.65,2,Valdez
1968-05,4.34,47.27,0,Valdez
1968-06,0.12,55.95,0,Valdez
1968-07,0.19,56.23,0,Valdez
1968-08,3.7,58.09,0,Valdez
1968-09,6.76,49.79,0,Valdez
1968-10,3.92,36.75,7,Valdez
1968-11,,,,Valdez
1968-12,,17.89,,Valdez
1969-01,0.09,9.9,8,Valdez
1969-02,1.34,22.64,20.2,Valdez
1969-03,3.91,30.98,45.5,Valdez
1969-04,0.97,40.88,0,Valdez
1969-05,0.73,43.67,,Valdez
1969-06,0.97,54.7,0,Valdez
1969-07,3.23,55.07,0,Valdez
1969-08,0.6,52.25,0,Valdez
1969-09,,,,Valdez
1969-10,,,,Valdez
1969-11,,,,Valdez
1969-12,,,,Valdez
1970-01,,,,Valdez
1970-02,,,,Valdez
1970-03,,,,Valdez
1970-04,,,,Valdez
1970-05,,,,Valdez
1970-06,,,,Valdez
1970-07,,,,Valdez
1970-08,,,,Valdez
1970-09,,,,Valdez
1970-10,,,,Valdez
1970-11,,,,Valdez
1970-12,,,,Valdez
1971-01,,,,Valdez
1971-02,,,,Valdez
1971-03,,,,Valdez
1971-04,,,,Valdez
1971-05,,,,Valdez
1971-06,,52.75,0,Valdez
1971-07,0.67,56.17,0,Valdez
1971-08,0.23,51.5,0,Valdez
1971-09,0.2,43.5,0,Valdez
1971-10,0.06,31.5,,Valdez
1971-11,7.68,24.59,51.9,Valdez
1971-12,3.65,16.15,55.3,Valdez
1972-01,1.76,11.64,25.9,Valdez
1972-02,2.66,18.95,35.6,Valdez
1972-03,3.61,20.68,45.9,Valdez
1972-04,1.01,28.77,40.9,Valdez
1972-05,4.35,41.6,,Valdez
1972-06,2.78,48.8,0,Valdez
1972-07,1.44,57.33,0,Valdez
1972-08,3.19,57.61,0,Valdez
1972-09,,,,Valdez
1972-10,,,,Valdez
1972-11,,,,Valdez
1972-12,,,,Valdez
1973-01,,,,Valdez
1973-02,,,,Valdez
1973-03,,,,Valdez
1973-04,3.75,38.22,10.1,Valdez
1973-05,,,,Valdez
1973-06,,,,Valdez
1973-07,,,,Valdez
1973-08,8.35,51.29,0,Valdez
1973-09,2.78,45.83,0,Valdez
1973-10,4.35,36.44,3.9,Valdez
1973-11,2.43,23.17,29,Valdez
1973-12,,,,Valdez
1974-01,,,,Valdez
1974-02,,,,Valdez
1974-03,,,,Valdez
1974-04,,,,Valdez
1974-05,,,,Valdez
1974-06,,,,Valdez
1974-07,,,,Valdez
1974-08,,,,Valdez
1974-09,,,,Valdez
1974-10,,,,Valdez
1974-11,,,,Valdez
1974-12,,,,Valdez
1975-01,,,,Valdez
1975-02,,,,Valdez
1975-03,,,,Valdez
1975-04,,,,Valdez
1975-05,,,,Valdez
1975-06,,,,Valdez
1975-07,4.3,55.31,0,Valdez
1975-08,3.41,54.52,0,Valdez
1975-09,12.83,46.47,0,Valdez
1975-10,5.51,37.23,14.7,Valdez
1975-11,0.37,23.37,6.1,Valdez
1975-12,6.36,19.69,84.1,Valdez
1976-01,7,22.23,96.1,Valdez
1976-02,2.27,19.4,33.2,Valdez
1976-03,3.8,28.97,75.5,Valdez
1976-04,5.47,36.52,40.6,Valdez
1976-05,2.53,43.58,,Valdez
1976-06,1,52.82,0,Valdez
1976-07,1.87,55.6,0,Valdez
1976-08,3.03,53.6,0,Valdez
1976-09,12.58,46.15,0,Valdez
1976-10,9.53,36.66,25.8,Valdez
1976-11,20.59,33.67,44.7,Valdez
1976-12,8.29,28.15,101.5,Valdez
1977-01,11.76,30.52,54,Valdez
1977-02,7.95,31.93,26.2,Valdez
1977-03,3.45,30.1,52.9,Valdez
1977-04,8.11,36.13,71.4,Valdez
1977-05,2.89,42.94,2.8,Valdez
1977-06,1.81,51.3,0,Valdez
1977-07,2.24,55.71,0,Valdez
1977-08,2.5,54.87,0,Valdez
1977-09,12.53,48.28,0,Valdez
1977-10,5.81,40.84,0.6,Valdez
1977-11,0.7,24.4,17.5,Valdez
1977-12,2.66,18.94,41.2,Valdez
1978-01,4.18,26.69,32.4,Valdez
1978-02,6.18,28.77,75.9,Valdez
1978-03,2.14,31.85,25.9,Valdez
1978-04,1.25,39.63,0.7,Valdez
1978-05,2.14,46.19,0,Valdez
1978-06,3.28,50.43,0,Valdez
1978-07,3.81,52.76,0,Valdez
1978-08,2.17,55.27,0,Valdez
1978-09,4.94,48.42,0,Valdez
1978-10,15.38,38.34,19.8,Valdez
1978-11,3.27,29.4,28,Valdez
1978-12,6.07,24.65,82.2,Valdez
1979-01,2.66,25.11,45.6,Valdez
1979-02,1,15.52,12.1,Valdez
1979-03,9.99,31.81,112.6,Valdez
1979-04,1.09,38.33,12,Valdez
1979-05,1.09,46.16,,Valdez
1979-06,2.91,51.32,0,Valdez
1979-07,6.04,55.61,0,Valdez
1979-08,6.2,54.32,0,Valdez
1979-09,7.98,49.78,0,Valdez
1979-10,15.43,41.44,,Valdez
1979-11,13.82,33.1,31.8,Valdez
1979-12,5.14,19.73,105.5,Valdez
1980-01,8.56,21.15,37.3,Valdez
1980-02,9.64,29.72,86.5,Valdez
1980-03,3.27,31.48,36.4,Valdez
1980-04,2.9,39.45,3.9,Valdez
1980-05,3.32,44.84,0,Valdez
1980-06,3.22,51.27,0,Valdez
1980-07,7.7,54.58,0,Valdez
1980-08,6.72,51.84,0,Valdez
1980-09,4.78,46.97,0,Valdez
1980-10,9.21,38.79,4.7,Valdez
1980-11,4.73,33.92,27.4,Valdez
1980-12,5.08,14.45,60.2,Valdez
1981-01,12.53,33.5,24.5,Valdez
1981-02,7.13,26.73,61.3,Valdez
1981-03,6.87,34.21,57.9,Valdez
1981-04,0.57,37.43,4.6,Valdez
1981-05,1.87,49.65,0,Valdez
1981-06,4.57,52.33,0,Valdez
1981-07,8.96,53.23,0,Valdez
1981-08,18.23,51.35,0,Valdez
1981-09,6.24,46.32,,Valdez
1981-10,11.8,39.42,2.5,Valdez
1981-11,6.76,27.32,75.6,Valdez
1981-12,7.77,24.44,70.1,Valdez
1982-01,0.99,15.35,17,Valdez
1982-02,1.77,23.61,4.6,Valdez
1982-03,5.42,29.24,74.6,Valdez
1982-04,2.44,35.43,13.2,Valdez
1982-05,1.22,45.02,,Valdez
1982-06,3.27,51.72,0,Valdez
1982-07,4.83,54.05,0,Valdez
1982-08,2.73,54.06,0,Valdez
1982-09,16.69,46.35,0,Valdez
1982-10,8.1,34.03,35,Valdez
1982-11,5.15,27.27,59.4,Valdez
1982-12,8.96,25.98,56.9,Valdez
1983-01,3.1,20.65,60.2,Valdez
1983-02,3.24,28,31.1,Valdez
1983-03,0.81,31.76,10.9,Valdez
1983-04,7.15,37.25,51,Valdez
1983-05,2.06,46.19,0,Valdez
1983-06,0.93,53.65,0,Valdez
1983-07,6.32,55.18,0,Valdez
1983-08,10.53,52,0,Valdez
1983-09,7.91,44.97,0,Valdez
1983-10,14.15,37.94,39,Valdez
1983-11,1.94,30.05,17.8,Valdez
1983-12,1.34,24.79,24.7,Valdez
1984-01,10.55,24.11,80.5,Valdez
1984-02,7.37,26.28,100.8,Valdez
1984-03,3.89,35.1,15.6,Valdez
1984-04,3.06,38.57,17.6,Valdez
1984-05,0.71,47.11,0,Valdez
1984-06,3.63,52.57,0,Valdez
1984-07,3.99,54.45,0,Valdez
1984-08,6.12,54.26,0,Valdez
1984-09,5,47.8,0,Valdez
1984-10,6.01,39.29,0.5,Valdez
1984-11,4.21,27.02,29.3,Valdez
1984-12,6.51,26.06,60.8,Valdez
1985-01,10.3,32.84,37.9,Valdez
1985-02,5.31,20.07,58.8,Valdez
1985-03,8.21,29.27,113.9,Valdez
1985-04,2.78,32.55,31,Valdez
1985-05,4.74,42.39,5.8,Valdez
1985-06,2.09,48.52,0,Valdez
1985-07,1.86,53.9,0,Valdez
1985-08,7.37,50.9,0,Valdez
1985-09,9.98,46.03,0,Valdez
1985-10,3.75,34.34,2.4,Valdez
1985-11,2.49,21.7,32,Valdez
1985-12,16.8,29.76,55.1,Valdez
1986-01,7.24,27.95,91.9,Valdez
1986-02,7.33,27.52,47.4,Valdez
1986-03,3.57,27.73,50.1,Valdez
1986-04,1.72,32.12,20.7,Valdez
1986-05,1.86,46.11,0,Valdez
1986-06,1.4,52,0,Valdez
1986-07,5.27,55.24,0,Valdez
1986-08,7.64,50.76,0,Valdez
1986-09,4.9,48.25,0,Valdez
1986-10,8.57,40.61,1.2,Valdez
1986-11,7.08,27.7,55.9,Valdez
1986-12,16.15,31.05,95.2,Valdez
1987-01,12.42,28.18,128,Valdez
1987-02,5.67,30.89,84.2,Valdez
1987-03,1.24,28.81,10.1,Valdez
1987-04,1.63,38.1,10.1,Valdez
1987-05,3.69,45.82,0,Valdez
1987-06,6.05,49.35,0,Valdez
1987-07,2.84,55.53,0,Valdez
1987-08,2.08,55.13,0,Valdez
1987-09,10.62,46.57,0,Valdez
1987-10,15.33,39.65,0.8,Valdez
1987-11,6.49,33.48,48,Valdez
1987-12,8.69,26.73,85.6,Valdez
1988-01,4.35,25.19,33.4,Valdez
1988-02,9.76,28.02,79.2,Valdez
1988-03,9.52,33.52,87.5,Valdez
1988-04,5.3,38.17,19.9,Valdez
1988-05,2.76,45.56,0,Valdez
1988-06,5.04,52.15,0,Valdez
1988-07,3.3,54.6,0,Valdez
1988-08,12.78,52.5,0,Valdez
1988-09,9.31,46.48,0,Valdez
1988-10,11.03,38.81,8.6,Valdez
1988-11,2.59,28.27,37.5,Valdez
1988-12,15.12,27.16,110,Valdez
1989-01,6.01,15.69,109.6,Valdez
1989-02,0.57,23.68,8.9,Valdez
1989-03,1.49,30.21,22.6,Valdez
1989-04,5.31,39.57,15.6,Valdez
1989-05,6.01,46.39,0,Valdez
1989-06,5.88,52.12,0,Valdez
1989-07,3.18,57.73,0,Valdez
1989-08,6.66,54.58,0,Valdez
1989-09,16.43,48.25,0,Valdez
1989-10,9.21,38.08,19.2,Valdez
1989-11,8.06,23.5,76.1,Valdez
1989-12,17.34,30.18,123.3,Valdez
1990-01,9.51,20.98,148.5,Valdez
1990-02,5.9,15.5,84,Valdez
1990-03,7.88,32.56,79,Valdez
1990-04,3.08,40.27,20.6,Valdez
1990-05,2.34,47.5,0,Valdez
1990-06,3.04,53.83,0,Valdez
1990-07,3.14,55.56,0,Valdez
1990-08,5.66,54.47,0,Valdez
1990-09,16.05,47.72,0,Valdez
1990-10,2.49,38.71,5.1,Valdez
1990-11,0.97,22.02,16.7,Valdez
1990-12,7.31,23.52,91.9,Valdez
1991-01,6.47,23.65,66.5,Valdez
1991-02,6.13,28.75,68.3,Valdez
1991-03,4.5,30.6,69.1,Valdez
1991-04,4.82,39,9.5,Valdez
1991-05,4.3,45.56,,Valdez
1991-06,2.02,53.82,0,Valdez
1991-07,4.01,53.74,0,Valdez
1991-08,5.63,53.73,0,Valdez
1991-09,11.07,47.27,0,Valdez
1991-10,5.12,38.92,6.4,Valdez
1991-11,3.89,30.43,59.9,Valdez
1991-12,9.58,27.58,137.1,Valdez
1992-01,9.55,29.35,85.7,Valdez
1992-02,9.01,25.1,85.7,Valdez
1992-03,9.88,29.5,100.2,Valdez
1992-04,2.8,38.35,38.9,Valdez
1992-05,1.88,45.9,1.9,Valdez
1992-06,3.11,53.35,0,Valdez
1992-07,3.63,55.24,0,Valdez
1992-08,8.96,51.42,0,Valdez
1992-09,6.01,43.28,4.6,Valdez
1992-10,10.47,35.6,9.4,Valdez
1992-11,14.25,31.1,57,Valdez
1992-12,5.59,23.02,47.7,Valdez
1993-01,7.06,21.92,90.4,Valdez
1993-02,7.93,28.41,85.4,Valdez
1993-03,2.62,32.16,47.6,Valdez
1993-04,1.63,41.8,1.3,Valdez
1993-05,2.86,50.15,0,Valdez
1993-06,1.59,54.43,0,Valdez
1993-07,1.25,58.68,0,Valdez
1993-08,13.18,54.23,0,Valdez
1993-09,16.16,46.07,0,Valdez
1993-10,11.9,40.76,4.4,Valdez
1993-11,8.64,30.67,75.6,Valdez
1993-12,10.28,28.73,86.5,Valdez
1994-01,4.62,24.81,42.7,Valdez
1994-02,2.44,21.21,13.5,Valdez
1994-03,9.81,30.63,95.6,Valdez
1994-04,3.79,39.23,23.1,Valdez
1994-05,6.28,45.24,0.2,Valdez
1994-06,2.58,53.87,0,Valdez
1994-07,2.62,55.13,0,Valdez
1994-08,3.34,56.34,0,Valdez
1994-09,9.94,47.75,0,Valdez
1994-10,7.62,39.27,10.9,Valdez
1994-11,7.85,23.9,108.2,Valdez
1994-12,8.41,24.65,124.5,Valdez
1995-01,5.86,24.32,65.4,Valdez
1995-02,3.23,26.46,17.4,Valdez
1995-03,4.6,26.73,61.6,Valdez
1995-04,2.1,41.55,2.4,Valdez
1995-05,6.29,47.37,6.5,Valdez
1995-06,3.36,53.25,0,Valdez
1995-07,4.94,54.39,0,Valdez
1995-08,3.04,54.06,0,Valdez
1995-09,14.21,49.38,0,Valdez
1995-10,3.61,40.42,2,Valdez
1995-11,1.41,29.92,5.8,Valdez
1995-12,2.68,23.66,9.3,Valdez
1996-01,0.23,15.79,4.1,Valdez
1996-02,14.47,24.29,180,Valdez
1996-03,3.33,32.79,45.5,Valdez
1996-04,2.49,38.5,20.6,Valdez
1996-05,0.7,49.89,0,Valdez
1996-06,2.81,54.78,0,Valdez
1996-07,4.91,56.23,0,Valdez
1996-08,7.78,53.76,0,Valdez
1996-09,6.63,46.38,6,Valdez
1996-10,4.7,34.63,30.1,Valdez
1996-11,1.46,25.03,22.2,Valdez
1996-12,1.42,25.15,16.6,Valdez
1997-01,4.91,22.11,68.1,Valdez
1997-02,8.4,31.88,59.1,Valdez
1997-03,1.33,29.4,25.1,Valdez
1997-04,1.53,40.2,3.4,Valdez
1997-05,3.5,49.35,0,Valdez
1997-06,2.94,56.65,0,Valdez
1997-07,2.45,57.21,0,Valdez
1997-08,13.34,55.32,0,Valdez
1997-09,10.55,49.53,0,Valdez
1997-10,3.59,37.15,15.1,Valdez
1997-11,7.16,33.2,35.7,Valdez
1997-12,8.45,28.13,97.1,Valdez
1998-01,2.67,23.6,43.5,Valdez
1998-02,2.77,31.41,35.2,Valdez
1998-03,2.58,32.44,20,Valdez
1998-04,6.57,39.15,20.1,Valdez
1998-05,6.65,45.1,10.7,Valdez
1998-06,4.04,53.22,0,Valdez
1998-07,3.2,55.97,0,Valdez
1998-08,8.07,52.35,0,Valdez
1998-09,8.71,47.98,,Valdez
1998-10,7.93,38.94,1,Valdez
1998-11,1.71,30.73,17,Valdez
1998-12,2.64,24.31,50.1,Valdez
1999-01,5.14,20.53,86.4,Valdez
1999-02,2.14,18.27,36.3,Valdez
1999-03,4.7,29.23,73.9,Valdez
1999-04,7.27,37.68,74.2,Valdez
1999-05,1.87,46.02,2.1,Valdez
1999-06,2.14,54.32,0,Valdez
1999-07,2.78,57.19,0,Valdez
1999-08,3.97,55.73,0,Valdez
1999-09,11.37,47.1,0,Valdez
1999-10,11.89,37.95,34.5,Valdez
1999-11,2.2,28.43,40,Valdez
1999-12,16.96,23.66,92.8,Valdez
2000-01,9.78,21.68,113.8,Valdez
2000-02,6.22,29.33,48.2,Valdez
2000-03,4.71,32.82,38.5,Valdez
2000-04,2.29,38.35,5.4,Valdez
2000-05,2.21,46.82,1.4,Valdez
2000-06,1.32,53.33,0,Valdez
2000-07,3.26,53.94,0,Valdez
2000-08,3.84,54.69,0,Valdez
2000-09,7.58,48.3,0,Valdez
2000-10,7.89,38.24,22.4,Valdez
2000-11,7.05,31.83,39.9,Valdez
2000-12,6.2,28.69,38.5,Valdez
2001-01,15.18,31.26,107,Valdez
2001-02,6.87,28.75,63.6,Valdez
2001-03,6.21,31.06,39.7,Valdez
2001-04,5.08,37.55,56.2,Valdez
2001-05,3.61,44.1,24,Valdez
2001-06,1.08,54.7,0,Valdez
2001-07,6.09,54.16,0,Valdez
2001-08,3.85,54.15,0,Valdez
2001-09,5.97,47.32,0,Valdez
2001-10,7.1,36.05,26,Valdez
2001-11,2.68,26.93,24.1,Valdez
2001-12,5.89,21.27,66.8,Valdez
2002-01,9,27,80.4,Valdez
2002-02,5.54,26.09,107.4,Valdez
2002-03,1.32,27.5,26.6,Valdez
2002-04,4.22,35.25,41.6,Valdez
2002-05,2.22,47.61,,Valdez
2002-06,3.07,53.4,0,Valdez
2002-07,3.36,55.77,0,Valdez
2002-08,10.71,53.47,0,Valdez
2002-09,8.41,48.62,0,Valdez
2002-10,15.46,42.56,0.2,Valdez
2002-11,15.06,37.85,7.1,Valdez
2002-12,5.81,28.21,76,Valdez
2003-01,3.86,28.21,48.4,Valdez
2003-02,14.23,31.04,92.6,Valdez
2003-03,1.7,29.05,22.8,Valdez
2003-04,1.42,40.73,,Valdez
2003-05,3.57,47.85,3.3,Valdez
2003-06,4.43,53.53,0,Valdez
2003-07,4.27,57.55,0,Valdez
2003-08,8.34,53.56,0,Valdez
2003-09,4.76,49.4,0,Valdez
2003-10,7.18,41.77,0,Valdez
2003-11,4.65,26.75,33.2,Valdez
2003-12,6.6,27.06,93.2,Valdez
2004-01,3.21,18.65,70.3,Valdez
2004-02,5.28,29.52,56.4,Valdez
2004-03,4.23,29.76,72.1,Valdez
2004-04,3.48,38.7,28.2,Valdez
2004-05,2.23,49.61,0,Valdez
2004-06,1.23,56.67,0,Valdez
2004-07,3.36,57.16,0,Valdez
2004-08,2.58,57.82,0,Valdez
2004-09,15.23,45.83,4,Valdez
2004-10,8.41,40.11,8.8,Valdez
2004-11,9.56,30.75,69.6,Valdez
2004-12,10.74,27.53,69.8,Valdez
2005-01,5.5,24.71,41,Valdez
2005-02,6.55,26.25,72,Valdez
2005-03,8.67,34.1,33.4,Valdez
2005-04,3.96,40.57,9.1,Valdez
2005-05,1.66,49.03,0,Valdez
2005-06,1.73,55.95,0,Valdez
2005-07,5.29,56.56,0,Valdez
2005-08,5.94,55.32,0,Valdez
2005-09,9.3,48.73,0,Valdez
2005-10,4,39.08,3.3,Valdez
2005-11,10.3,25.5,74.4,Valdez
2005-12,12.94,28.68,36.8,Valdez
2006-01,2.31,19.97,31.8,Valdez
2006-02,7.02,25.05,34.1,Valdez
2006-03,1.73,27.81,22.7,Valdez
2006-04,4.47,36.53,34.4,Valdez
2006-05,2.32,48.02,,Valdez
2006-06,2.63,53.68,0,Valdez
2006-07,2.6,54.89,0,Valdez
2006-08,14.95,51.65,0,Valdez
2006-09,7.94,47.42,0,Valdez
2006-10,17.31,38.81,4.7,Valdez
2006-11,0.47,19.82,9.4,Valdez
2006-12,7.16,27.55,92.9,Valdez
2007-01,8.72,23.16,142.7,Valdez
2007-02,0.06,22.39,0.6,Valdez
2007-03,1.26,20.24,24.7,Valdez
2007-04,2.25,39.4,0.2,Valdez
2007-05,1.83,46.63,0,Valdez
2007-06,0.34,53.92,0,Valdez
2007-07,3.22,55.73,0,Valdez
2007-08,2.04,55.35,0,Valdez
2007-09,10.95,48.92,0,Valdez
2007-10,5.61,36.65,3.1,Valdez
2007-11,9.29,31.47,40.7,Valdez
2007-12,2.62,25.39,38.4,Valdez
2008-01,3.4,19.79,59.3,Valdez
2008-02,5.66,22.5,54.5,Valdez
2008-03,7.67,30.19,49.9,Valdez
2008-04,4.1,35.32,25.5,Valdez
2008-05,2.75,45.84,0,Valdez
2008-06,1.94,50.18,0,Valdez
2008-07,5.83,52.69,0,Valdez
2008-08,4.23,52.44,0,Valdez
2008-09,9.62,46.3,0,Valdez
2008-10,6.62,34.63,17.5,Valdez
2008-11,5.57,28.33,67.5,Valdez
2008-12,4,22.29,42.6,Valdez
2009-01,10.66,19.68,52.7,Valdez
2009-02,2.03,23.98,43.9,Valdez
2009-03,2.07,27.87,36,Valdez
2009-04,0.97,38.08,6.3,Valdez
2009-05,0.85,49.13,0,Valdez
2009-06,1.35,53.37,0,Valdez
2009-07,4.44,57.29,0,Valdez
2009-08,9.27,52.89,0,Valdez
2009-09,5.13,47.87,0,Valdez
2009-10,4.15,41.44,0,Valdez
2009-11,4.94,26.13,60.8,Valdez
2009-12,8.76,25.16,94.5,Valdez
2010-01,2.16,25.34,47.9,Valdez
2010-02,3.69,29.8,39,Valdez
2010-03,4.36,32.19,48.1,Valdez
2010-04,4.29,38.27,24.8,Valdez
2010-05,1.49,47.98,0,Valdez
2010-06,2.88,52.4,0,Valdez
2010-07,5.76,53.05,0,Valdez
2010-08,6.12,53.65,0,Valdez
2010-09,5.64,47.9,,Valdez
2010-10,6.02,38.63,6.2,Valdez
2010-11,5.31,32.45,3.7,Valdez
2010-12,4.44,20.26,73.1,Valdez
2011-01,5.11,23.33,42.7,Valdez
2011-02,4.65,23.18,51.2,Valdez
2011-03,1.03,27.94,6.4,Valdez
2011-04,4.17,38.68,32.2,Valdez
2011-05,0.82,48.63,0,Valdez
2011-06,1.62,52.93,0,Valdez
2011-07,3.23,55.76,0,Valdez
2011-08,9.41,52.19,0,Valdez
2011-09,7.62,47.2,0,Valdez
2011-10,8.36,39.31,5,Valdez
2011-11,5.34,22.65,66.4,Valdez
2011-12,16.26,28.79,152.2,Valdez
2012-01,7.57,16.71,104.9,Valdez
2012-02,8.1,28.48,75.4,Valdez
2012-03,1.2,27.02,28.6,Valdez
2012-04,1.59,40.15,5.1,Valdez
2012-05,4.42,43.48,0.7,Valdez
2012-06,3.18,52.2,0,Valdez
2012-07,4.34,53.18,0,Valdez
2012-08,5.64,53.89,0,Valdez
2012-09,26.15,46.63,0,Valdez
2012-10,7.33,37.37,1.6,Valdez
2012-11,1.03,25.13,18.9,Valdez
2012-12,3.5,21.33,42.2,Valdez
2013-01,10.96,26.07,93.5,Valdez
2013-02,6.93,29.57,96.3,Valdez
2013-03,5.42,28.29,73.7,Valdez
2013-04,2.9,31.47,51.1,Valdez
2013-05,10.69,42.52,27.3,Valdez
2013-06,1.55,57.18,0,Valdez
2013-07,4.09,58.89,0,Valdez
2013-08,8.5,55.16,0,Valdez
2013-09,15.34,49.57,0,Valdez
2013-10,17.83,42.32,,Valdez
2013-11,10.57,28.85,80.4,Valdez
2013-12,2.54,22.66,43.9,Valdez
2014-01,13.9,30.9,55.2,Valdez
2014-02,0.78,21.23,13.4,Valdez
2014-03,2.67,30.61,25.5,Valdez
2014-04,,,,Valdez
2014-05,,,,Valdez
2014-06,,,,Valdez
2014-07,,,,Valdez
2014-08,,,,Valdez
2014-09,0.18,48.33,,Valdez
2014-10,0.26,39.06,0.5,Valdez
2014-11,,33.69,,Valdez
2014-12,2.37,31,14.5,Valdez
2015-01,2.47,23.56,11.5,Valdez
2015-02,0.43,26.03,2.2,Valdez
2015-03,1.34,29.26,4.3,Valdez
2015-04,2.33,38.97,3.6,Valdez
2015-05,0,51.38,0,Valdez
2015-06,2.2,56.08,0,Valdez
